"x" "Density" "Velocity" "totalEnergy" "Temptature" "O2" "H2O" "H" "O" "OH" "H2" "HO2" "H2O2" "AR" 
   0.00000e+00    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   2.13371e-16    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   4.26742e-16    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   6.40113e-16    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   1.43115e-15    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   2.22218e-15    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   3.01321e-15    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   3.89098e-15    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   4.76875e-15    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
   5.64652e-15    1.60082e-01   -1.14290e+03    1.31840e+00    3.07817e+03    3.74775e-02    2.09244e-01    1.95015e-03    1.35163e-02    4.16443e-02    6.94497e-03    1.30054e-05    9.63211e-07    6.89209e-01
