"x" "Density" "Velocity" "TotalEnergy" "Temperature" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "H2O2" "AR" "N2"
0.00805 0.175637 -781.128 109757 2868.88 0.00215163 0.000519499 0.00337481 0.0122521 0.011843 0.0839979 2.41492e-06 1.56951e-07 0.885858 0
0.00815 0.17565 -781.089 109766 2868.8 0.00215182 0.000519625 0.00337556 0.0122535 0.0118436 0.0839948 2.41471e-06 1.57016e-07 0.885858 0
0.00825 0.175663 -781.049 109775 2868.71 0.002152 0.000519752 0.00337633 0.012255 0.0118441 0.0839917 2.41451e-06 1.57083e-07 0.885858 0
0.00835 0.175676 -781.009 109784 2868.63 0.0021522 0.000519881 0.00337711 0.0122565 0.0118447 0.0839885 2.4143e-06 1.5715e-07 0.885858 0
0.00845 0.17569 -780.968 109794 2868.55 0.00215239 0.000520012 0.00337789 0.012258 0.0118453 0.0839853 2.4141e-06 1.57218e-07 0.885858 0
0.00855 0.175704 -780.927 109803 2868.47 0.00215259 0.000520145 0.0033787 0.0122595 0.011846 0.083982 2.4139e-06 1.57286e-07 0.885858 0
0.00865 0.175717 -780.885 109813 2868.39 0.00215279 0.00052028 0.00337951 0.0122611 0.0118466 0.0839787 2.4137e-06 1.57355e-07 0.885858 0
0.00875 0.175731 -780.842 109823 2868.3 0.00215299 0.000520417 0.00338034 0.0122626 0.0118473 0.0839753 2.4135e-06 1.57425e-07 0.885858 0
0.00885 0.175745 -780.798 109834 2868.22 0.0021532 0.000520555 0.00338118 0.0122642 0.0118479 0.0839719 2.41331e-06 1.57495e-07 0.885858 0
0.00895 0.175759 -780.754 109845 2868.14 0.00215341 0.000520696 0.00338203 0.0122658 0.0118486 0.0839684 2.41311e-06 1.57566e-07 0.885858 0
0.00905 0.175774 -780.709 109856 2868.06 0.00215362 0.000520839 0.0033829 0.0122675 0.0118494 0.0839648 2.41292e-06 1.57638e-07 0.885858 0
0.00915 0.175788 -780.664 109867 2867.97 0.00215384 0.000520985 0.00338378 0.0122691 0.0118501 0.0839612 2.41274e-06 1.5771e-07 0.885858 0
0.00925 0.175802 -780.618 109878 2867.89 0.00215406 0.000521132 0.00338468 0.0122708 0.0118508 0.0839574 2.41255e-06 1.57783e-07 0.885858 0
0.00935 0.175817 -780.571 109890 2867.81 0.00215429 0.000521282 0.0033856 0.0122725 0.0118516 0.0839537 2.41237e-06 1.57857e-07 0.885858 0
0.00945 0.175832 -780.523 109902 2867.73 0.00215452 0.000521435 0.00338653 0.0122742 0.0118524 0.0839498 2.41219e-06 1.57931e-07 0.885858 0
0.00955 0.175847 -780.475 109914 2867.64 0.00215475 0.00052159 0.00338747 0.012276 0.0118532 0.0839459 2.41201e-06 1.58006e-07 0.885858 0
0.00965 0.175861 -780.425 109927 2867.56 0.00215499 0.000521747 0.00338843 0.0122778 0.0118541 0.0839419 2.41184e-06 1.58082e-07 0.885858 0
0.00975 0.175876 -780.375 109940 2867.48 0.00215523 0.000521906 0.00338941 0.0122796 0.011855 0.0839379 2.41167e-06 1.58159e-07 0.885858 0
0.00985 0.175892 -780.325 109953 2867.4 0.00215548 0.000522068 0.00339041 0.0122814 0.0118559 0.0839338 2.4115e-06 1.58236e-07 0.885858 0
0.00995 0.175907 -780.273 109966 2867.32 0.00215573 0.000522233 0.00339142 0.0122832 0.0118568 0.0839296 2.41134e-06 1.58314e-07 0.885858 0
0.01005 0.175922 -780.221 109980 2867.23 0.00215598 0.000522399 0.00339244 0.0122851 0.0118577 0.0839253 2.41118e-06 1.58393e-07 0.885858 0
0.01015 0.175938 -780.168 109994 2867.15 0.00215624 0.000522569 0.00339348 0.012287 0.0118587 0.083921 2.41102e-06 1.58472e-07 0.885858 0
0.01025 0.175953 -780.114 110008 2867.07 0.0021565 0.00052274 0.00339454 0.0122889 0.0118596 0.0839166 2.41086e-06 1.58552e-07 0.885858 0
0.01035 0.175969 -780.059 110023 2866.99 0.00215677 0.000522914 0.00339561 0.0122909 0.0118606 0.0839121 2.4107e-06 1.58634e-07 0.885858 0
0.01045 0.175985 -780.003 110037 2866.9 0.00215704 0.00052309 0.0033967 0.0122929 0.0118616 0.0839076 2.41055e-06 1.58715e-07 0.885858 0
0.01055 0.176001 -779.947 110052 2866.82 0.00215731 0.000523269 0.0033978 0.0122949 0.0118627 0.083903 2.41039e-06 1.58798e-07 0.885858 0
0.01065 0.176017 -779.889 110067 2866.74 0.00215759 0.000523449 0.00339892 0.0122969 0.0118637 0.0838984 2.41024e-06 1.58881e-07 0.885858 0
0.01075 0.176033 -779.831 110082 2866.65 0.00215787 0.000523632 0.00340005 0.0122989 0.0118648 0.0838937 2.41009e-06 1.58965e-07 0.885858 0
0.01085 0.17605 -779.771 110098 2866.57 0.00215815 0.000523817 0.00340119 0.012301 0.0118659 0.0838889 2.40994e-06 1.5905e-07 0.885858 0
0.01095 0.176066 -779.711 110113 2866.48 0.00215844 0.000524004 0.00340235 0.0123031 0.011867 0.0838841 2.40979e-06 1.59136e-07 0.885858 0
0.01105 0.176083 -779.65 110129 2866.4 0.00215873 0.000524193 0.00340351 0.0123052 0.0118681 0.0838793 2.40964e-06 1.59223e-07 0.885858 0
0.01115 0.176099 -779.587 110144 2866.31 0.00215902 0.000524383 0.00340469 0.0123073 0.0118692 0.0838743 2.40948e-06 1.5931e-07 0.885858 0
0.01125 0.176116 -779.524 110160 2866.22 0.00215932 0.000524576 0.00340588 0.0123095 0.0118703 0.0838694 2.40933e-06 1.59399e-07 0.885858 0
0.01135 0.176133 -779.459 110176 2866.13 0.00215962 0.00052477 0.00340709 0.0123116 0.0118715 0.0838644 2.40917e-06 1.59488e-07 0.885858 0
0.01145 0.17615 -779.393 110191 2866.04 0.00215992 0.000524966 0.0034083 0.0123138 0.0118726 0.0838593 2.40901e-06 1.59578e-07 0.885858 0
0.01155 0.176168 -779.326 110207 2865.95 0.00216022 0.000525163 0.00340952 0.012316 0.0118738 0.0838543 2.40885e-06 1.59668e-07 0.885858 0
0.01165 0.176185 -779.258 110223 2865.86 0.00216052 0.000525362 0.00341075 0.0123182 0.0118749 0.0838492 2.40868e-06 1.5976e-07 0.885858 0
0.01175 0.176202 -779.189 110239 2865.77 0.00216083 0.000525562 0.00341198 0.0123205 0.0118761 0.083844 2.40851e-06 1.59853e-07 0.885858 0
0.01185 0.17622 -779.118 110254 2865.68 0.00216113 0.000525764 0.00341323 0.0123227 0.0118773 0.0838389 2.40834e-06 1.59946e-07 0.885858 0
0.01195 0.176238 -779.047 110270 2865.58 0.00216144 0.000525967 0.00341448 0.012325 0.0118784 0.0838337 2.40816e-06 1.60041e-07 0.885858 0
0.01205 0.176256 -778.973 110285 2865.48 0.00216175 0.000526171 0.00341574 0.0123272 0.0118796 0.0838285 2.40798e-06 1.60136e-07 0.885858 0
0.01215 0.176274 -778.899 110300 2865.39 0.00216207 0.000526376 0.003417 0.0123295 0.0118808 0.0838232 2.40779e-06 1.60232e-07 0.885858 0
0.01225 0.176292 -778.823 110315 2865.29 0.00216238 0.000526583 0.00341827 0.0123318 0.0118819 0.083818 2.40759e-06 1.60329e-07 0.885858 0
0.01235 0.176311 -778.746 110330 2865.18 0.00216269 0.00052679 0.00341955 0.0123341 0.0118831 0.0838127 2.40739e-06 1.60427e-07 0.885858 0
0.01245 0.176329 -778.668 110345 2865.08 0.00216301 0.000526999 0.00342083 0.0123365 0.0118842 0.0838074 2.40719e-06 1.60526e-07 0.885858 0
0.01255 0.176348 -778.588 110360 2864.98 0.00216332 0.000527208 0.00342211 0.0123388 0.0118854 0.0838021 2.40697e-06 1.60626e-07 0.885858 0
0.01265 0.176367 -778.507 110374 2864.87 0.00216364 0.000527418 0.0034234 0.0123412 0.0118865 0.0837968 2.40675e-06 1.60727e-07 0.885858 0
0.01275 0.176386 -778.424 110389 2864.76 0.00216395 0.000527629 0.00342469 0.0123435 0.0118877 0.0837915 2.40653e-06 1.60828e-07 0.885858 0
0.01285 0.176405 -778.341 110403 2864.65 0.00216427 0.000527841 0.00342599 0.0123459 0.0118888 0.0837862 2.40629e-06 1.60931e-07 0.885858 0
0.01295 0.176425 -778.256 110416 2864.54 0.00216459 0.000528054 0.00342729 0.0123483 0.0118899 0.0837808 2.40606e-06 1.61035e-07 0.885858 0
0.01305 0.176444 -778.169 110430 2864.42 0.00216491 0.000528267 0.00342859 0.0123507 0.011891 0.0837755 2.40581e-06 1.61139e-07 0.885858 0
0.01315 0.176464 -778.082 110444 2864.31 0.00216523 0.000528482 0.0034299 0.0123531 0.0118921 0.0837702 2.40556e-06 1.61244e-07 0.885858 0
0.01325 0.176484 -777.993 110457 2864.19 0.00216554 0.000528697 0.00343121 0.0123555 0.0118932 0.0837648 2.4053e-06 1.61351e-07 0.885858 0
0.01335 0.176504 -777.902 110470 2864.07 0.00216586 0.000528913 0.00343252 0.0123579 0.0118943 0.0837594 2.40503e-06 1.61458e-07 0.885858 0
0.01345 0.176525 -777.811 110483 2863.95 0.00216618 0.00052913 0.00343384 0.0123603 0.0118954 0.0837541 2.40476e-06 1.61566e-07 0.885858 0
0.01355 0.176546 -777.718 110496 2863.83 0.00216651 0.000529347 0.00343516 0.0123628 0.0118965 0.0837487 2.40448e-06 1.61676e-07 0.885858 0
0.01365 0.176566 -777.624 110509 2863.7 0.00216683 0.000529566 0.00343649 0.0123652 0.0118976 0.0837433 2.40419e-06 1.61786e-07 0.885858 0
0.01375 0.176588 -777.529 110522 2863.58 0.00216715 0.000529785 0.00343782 0.0123677 0.0118986 0.0837379 2.4039e-06 1.61897e-07 0.885858 0
0.01385 0.176609 -777.432 110534 2863.45 0.00216747 0.000530006 0.00343915 0.0123702 0.0118997 0.0837324 2.40361e-06 1.62009e-07 0.885858 0
0.01395 0.176631 -777.334 110547 2863.32 0.0021678 0.000530228 0.0034405 0.0123727 0.0119008 0.083727 2.40331e-06 1.62122e-07 0.885858 0
0.01405 0.176652 -777.235 110559 2863.19 0.00216812 0.00053045 0.00344184 0.0123752 0.0119018 0.0837215 2.403e-06 1.62236e-07 0.885858 0
0.01415 0.176674 -777.135 110572 2863.06 0.00216845 0.000530674 0.00344319 0.0123777 0.0119029 0.083716 2.40269e-06 1.62351e-07 0.885858 0
0.01425 0.176697 -777.034 110584 2862.93 0.00216878 0.000530899 0.00344455 0.0123803 0.0119039 0.0837105 2.40238e-06 1.62468e-07 0.885858 0
0.01435 0.176719 -776.931 110596 2862.79 0.00216911 0.000531126 0.00344592 0.0123828 0.011905 0.083705 2.40206e-06 1.62585e-07 0.885858 0
0.01445 0.176742 -776.827 110609 2862.65 0.00216944 0.000531354 0.0034473 0.0123854 0.0119061 0.0836994 2.40174e-06 1.62703e-07 0.885858 0
0.01455 0.176765 -776.723 110621 2862.52 0.00216978 0.000531583 0.00344868 0.012388 0.0119071 0.0836938 2.40141e-06 1.62822e-07 0.885858 0
0.01465 0.176788 -776.616 110633 2862.38 0.00217011 0.000531814 0.00345007 0.0123906 0.0119082 0.0836882 2.40109e-06 1.62942e-07 0.885858 0
0.01475 0.176812 -776.509 110646 2862.24 0.00217045 0.000532047 0.00345148 0.0123932 0.0119093 0.0836825 2.40076e-06 1.63063e-07 0.885858 0
0.01485 0.176835 -776.401 110658 2862.1 0.00217079 0.000532282 0.00345289 0.0123958 0.0119104 0.0836768 2.40042e-06 1.63185e-07 0.885858 0
0.01495 0.176859 -776.291 110671 2861.96 0.00217114 0.000532519 0.00345432 0.0123985 0.0119115 0.083671 2.40009e-06 1.63308e-07 0.885858 0
0.01505 0.176883 -776.18 110684 2861.81 0.00217148 0.000532757 0.00345576 0.0124012 0.0119126 0.0836652 2.39976e-06 1.63433e-07 0.885858 0
0.01515 0.176908 -776.068 110697 2861.67 0.00217183 0.000532998 0.00345721 0.0124039 0.0119137 0.0836593 2.39942e-06 1.63558e-07 0.885858 0
0.01525 0.176932 -775.955 110710 2861.53 0.00217219 0.000533241 0.00345868 0.0124066 0.0119148 0.0836534 2.39908e-06 1.63684e-07 0.885858 0
0.01535 0.176957 -775.841 110723 2861.38 0.00217254 0.000533486 0.00346016 0.0124094 0.011916 0.0836474 2.39875e-06 1.63812e-07 0.885858 0
0.01545 0.176982 -775.725 110737 2861.24 0.0021729 0.000533734 0.00346166 0.0124122 0.0119171 0.0836414 2.39841e-06 1.63941e-07 0.885858 0
0.01555 0.177008 -775.608 110751 2861.09 0.00217327 0.000533985 0.00346317 0.012415 0.0119183 0.0836352 2.39808e-06 1.6407e-07 0.885858 0
0.01565 0.177033 -775.491 110765 2860.95 0.00217364 0.000534238 0.0034647 0.0124178 0.0119195 0.083629 2.39774e-06 1.64201e-07 0.885858 0
0.01575 0.177059 -775.372 110779 2860.8 0.00217401 0.000534494 0.00346625 0.0124207 0.0119207 0.0836228 2.39741e-06 1.64333e-07 0.885858 0
0.01585 0.177085 -775.252 110794 2860.65 0.00217439 0.000534753 0.00346782 0.0124236 0.011922 0.0836164 2.39708e-06 1.64466e-07 0.885858 0
0.01595 0.177111 -775.13 110809 2860.5 0.00217477 0.000535015 0.0034694 0.0124265 0.0119232 0.08361 2.39675e-06 1.646e-07 0.885858 0
0.01605 0.177138 -775.008 110824 2860.36 0.00217516 0.00053528 0.00347101 0.0124295 0.0119245 0.0836035 2.39643e-06 1.64736e-07 0.885858 0
0.01615 0.177164 -774.885 110839 2860.21 0.00217555 0.000535548 0.00347264 0.0124325 0.0119259 0.0835969 2.3961e-06 1.64872e-07 0.885858 0
0.01625 0.177191 -774.76 110855 2860.06 0.00217594 0.000535819 0.00347428 0.0124355 0.0119272 0.0835902 2.39579e-06 1.6501e-07 0.885858 0
0.01635 0.177218 -774.634 110872 2859.91 0.00217635 0.000536094 0.00347595 0.0124386 0.0119286 0.0835834 2.39547e-06 1.65149e-07 0.885858 0
0.01645 0.177246 -774.507 110889 2859.76 0.00217676 0.000536372 0.00347765 0.0124417 0.01193 0.0835766 2.39516e-06 1.65289e-07 0.885858 0
0.01655 0.177273 -774.379 110906 2859.61 0.00217717 0.000536654 0.00347936 0.0124448 0.0119314 0.0835696 2.39485e-06 1.6543e-07 0.885858 0
0.01665 0.177301 -774.25 110924 2859.47 0.00217759 0.000536939 0.0034811 0.012448 0.0119329 0.0835625 2.39454e-06 1.65572e-07 0.885858 0
0.01675 0.177329 -774.119 110942 2859.32 0.00217801 0.000537228 0.00348287 0.0124512 0.0119344 0.0835553 2.39424e-06 1.65716e-07 0.885858 0
