"x" "Density" "Velocity" "TotalEnergy" "Temperature" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "H2O2" "AR" "N2"
0.01685 0.177358 -773.988 110960 2859.17 0.00217845 0.000537521 0.00348465 0.0124544 0.0119359 0.0835481 2.39395e-06 1.65861e-07 0.885858 0
0.01695 0.177386 -773.855 110979 2859.02 0.00217888 0.000537817 0.00348646 0.0124577 0.0119374 0.0835407 2.39365e-06 1.66007e-07 0.885858 0
0.01705 0.177415 -773.721 110999 2858.87 0.00217933 0.000538117 0.0034883 0.012461 0.011939 0.0835332 2.39337e-06 1.66154e-07 0.885858 0
0.01715 0.177444 -773.586 111019 2858.72 0.00217977 0.000538421 0.00349016 0.0124644 0.0119406 0.0835256 2.39308e-06 1.66303e-07 0.885858 0
0.01725 0.177473 -773.45 111039 2858.57 0.00218023 0.000538728 0.00349205 0.0124677 0.0119423 0.0835179 2.3928e-06 1.66453e-07 0.885858 0
0.01735 0.177503 -773.312 111060 2858.42 0.00218069 0.00053904 0.00349396 0.0124712 0.011944 0.0835101 2.39253e-06 1.66604e-07 0.885858 0
0.01745 0.177533 -773.174 111081 2858.27 0.00218116 0.000539355 0.00349589 0.0124746 0.0119457 0.0835022 2.39226e-06 1.66756e-07 0.885858 0
0.01755 0.177563 -773.034 111103 2858.13 0.00218163 0.000539673 0.00349785 0.0124781 0.0119475 0.0834942 2.39199e-06 1.6691e-07 0.885858 0
0.01765 0.177593 -772.893 111125 2857.98 0.00218211 0.000539996 0.00349984 0.0124817 0.0119492 0.0834861 2.39173e-06 1.67065e-07 0.885858 0
0.01775 0.177623 -772.751 111148 2857.83 0.0021826 0.000540323 0.00350185 0.0124853 0.011951 0.0834779 2.39147e-06 1.67222e-07 0.885858 0
0.01785 0.177654 -772.608 111171 2857.68 0.00218309 0.000540653 0.00350388 0.0124889 0.0119529 0.0834696 2.39122e-06 1.67379e-07 0.885858 0
0.01795 0.177685 -772.463 111195 2857.53 0.00218358 0.000540986 0.00350594 0.0124925 0.0119548 0.0834612 2.39097e-06 1.67539e-07 0.885858 0
0.01805 0.177717 -772.318 111219 2857.38 0.00218409 0.000541324 0.00350802 0.0124962 0.0119567 0.0834527 2.39072e-06 1.67699e-07 0.885858 0
0.01815 0.177749 -772.171 111244 2857.23 0.00218459 0.000541665 0.00351012 0.0125 0.0119586 0.0834441 2.39047e-06 1.67861e-07 0.885858 0
0.01825 0.177781 -772.023 111269 2857.08 0.00218511 0.000542009 0.00351225 0.0125037 0.0119605 0.0834354 2.39023e-06 1.68025e-07 0.885858 0
0.01835 0.177813 -771.873 111294 2856.92 0.00218563 0.000542357 0.0035144 0.0125075 0.0119625 0.0834266 2.38998e-06 1.6819e-07 0.885858 0
0.01845 0.177846 -771.723 111320 2856.77 0.00218615 0.000542709 0.00351657 0.0125113 0.0119645 0.0834177 2.38974e-06 1.68356e-07 0.885858 0
0.01855 0.177879 -771.571 111346 2856.62 0.00218668 0.000543064 0.00351876 0.0125152 0.0119665 0.0834087 2.38951e-06 1.68524e-07 0.885858 0
0.01865 0.177912 -771.418 111372 2856.47 0.00218721 0.000543422 0.00352097 0.0125191 0.0119686 0.0833997 2.38927e-06 1.68693e-07 0.885858 0
0.01875 0.177946 -771.263 111399 2856.31 0.00218775 0.000543783 0.0035232 0.012523 0.0119707 0.0833905 2.38903e-06 1.68864e-07 0.885858 0
0.01885 0.17798 -771.108 111426 2856.16 0.00218829 0.000544147 0.00352546 0.012527 0.0119727 0.0833813 2.38879e-06 1.69036e-07 0.885858 0
0.01895 0.178014 -770.951 111453 2856 0.00218884 0.000544515 0.00352773 0.012531 0.0119748 0.0833721 2.38855e-06 1.6921e-07 0.885858 0
0.01905 0.178049 -770.793 111481 2855.84 0.00218939 0.000544885 0.00353002 0.012535 0.011977 0.0833627 2.38831e-06 1.69386e-07 0.885858 0
0.01915 0.178084 -770.633 111509 2855.68 0.00218994 0.000545258 0.00353232 0.0125391 0.0119791 0.0833533 2.38807e-06 1.69563e-07 0.885858 0
0.01925 0.17812 -770.473 111537 2855.52 0.0021905 0.000545634 0.00353465 0.0125431 0.0119812 0.0833438 2.38782e-06 1.69742e-07 0.885858 0
0.01935 0.178156 -770.311 111566 2855.36 0.00219106 0.000546013 0.00353699 0.0125473 0.0119834 0.0833343 2.38758e-06 1.69922e-07 0.885858 0
0.01945 0.178192 -770.147 111594 2855.2 0.00219163 0.000546394 0.00353934 0.0125514 0.0119856 0.0833247 2.38733e-06 1.70104e-07 0.885858 0
0.01955 0.178229 -769.983 111623 2855.03 0.00219219 0.000546778 0.00354171 0.0125556 0.0119877 0.083315 2.38708e-06 1.70288e-07 0.885858 0
0.01965 0.178267 -769.816 111652 2854.86 0.00219277 0.000547165 0.0035441 0.0125597 0.0119899 0.0833053 2.38682e-06 1.70473e-07 0.885858 0
0.01975 0.178304 -769.649 111682 2854.7 0.00219334 0.000547554 0.0035465 0.012564 0.0119921 0.0832955 2.38656e-06 1.70661e-07 0.885858 0
0.01985 0.178343 -769.48 111711 2854.52 0.00219392 0.000547946 0.00354892 0.0125682 0.0119943 0.0832857 2.3863e-06 1.7085e-07 0.885858 0
0.01995 0.178381 -769.31 111741 2854.35 0.0021945 0.00054834 0.00355134 0.0125725 0.0119965 0.0832758 2.38603e-06 1.71041e-07 0.885858 0
0.02005 0.17842 -769.138 111770 2854.18 0.00219508 0.000548736 0.00355379 0.0125768 0.0119987 0.0832659 2.38575e-06 1.71233e-07 0.885858 0
0.02015 0.17846 -768.965 111800 2854 0.00219567 0.000549135 0.00355624 0.0125811 0.0120009 0.083256 2.38547e-06 1.71428e-07 0.885858 0
0.02025 0.1785 -768.791 111830 2853.82 0.00219625 0.000549536 0.00355871 0.0125854 0.0120031 0.0832459 2.38519e-06 1.71624e-07 0.885858 0
0.02035 0.17854 -768.615 111860 2853.64 0.00219685 0.00054994 0.00356119 0.0125898 0.0120053 0.0832359 2.3849e-06 1.71822e-07 0.885858 0
0.02045 0.178582 -768.438 111891 2853.46 0.00219744 0.000550345 0.00356369 0.0125942 0.0120075 0.0832258 2.3846e-06 1.72022e-07 0.885858 0
0.02055 0.178623 -768.259 111921 2853.27 0.00219803 0.000550754 0.0035662 0.0125986 0.0120097 0.0832157 2.3843e-06 1.72225e-07 0.885858 0
0.02065 0.178665 -768.079 111951 2853.08 0.00219863 0.000551164 0.00356872 0.0126031 0.0120119 0.0832055 2.38399e-06 1.72429e-07 0.885858 0
0.02075 0.178708 -767.897 111982 2852.89 0.00219923 0.000551577 0.00357126 0.0126076 0.0120141 0.0831952 2.38368e-06 1.72635e-07 0.885858 0
0.02085 0.178751 -767.714 112013 2852.7 0.00219984 0.000551993 0.0035738 0.0126121 0.0120163 0.083185 2.38336e-06 1.72843e-07 0.885858 0
0.02095 0.178794 -767.529 112044 2852.51 0.00220044 0.000552411 0.00357637 0.0126166 0.0120185 0.0831746 2.38303e-06 1.73053e-07 0.885858 0
0.02105 0.178838 -767.343 112075 2852.31 0.00220105 0.000552832 0.00357895 0.0126211 0.0120207 0.0831643 2.3827e-06 1.73265e-07 0.885858 0
0.02115 0.178883 -767.155 112106 2852.11 0.00220167 0.000553255 0.00358154 0.0126257 0.012023 0.0831538 2.38236e-06 1.73479e-07 0.885858 0
0.02125 0.178928 -766.965 112137 2851.91 0.00220228 0.000553681 0.00358415 0.0126303 0.0120252 0.0831433 2.38202e-06 1.73696e-07 0.885858 0
0.02135 0.178974 -766.774 112169 2851.71 0.0022029 0.00055411 0.00358677 0.012635 0.0120274 0.0831328 2.38167e-06 1.73914e-07 0.885858 0
0.02145 0.17902 -766.582 112200 2851.5 0.00220352 0.000554542 0.00358941 0.0126397 0.0120296 0.0831222 2.38132e-06 1.74135e-07 0.885858 0
0.02155 0.179066 -766.388 112232 2851.29 0.00220415 0.000554977 0.00359207 0.0126444 0.0120319 0.0831116 2.38096e-06 1.74358e-07 0.885858 0
0.02165 0.179114 -766.192 112264 2851.08 0.00220477 0.000555415 0.00359474 0.0126491 0.0120341 0.0831008 2.38059e-06 1.74583e-07 0.885858 0
0.02175 0.179161 -765.994 112296 2850.87 0.00220541 0.000555856 0.00359744 0.0126539 0.0120363 0.0830901 2.38022e-06 1.74811e-07 0.885858 0
0.02185 0.179209 -765.795 112329 2850.65 0.00220604 0.0005563 0.00360015 0.0126587 0.0120386 0.0830792 2.37985e-06 1.7504e-07 0.885858 0
0.02195 0.179258 -765.594 112362 2850.43 0.00220668 0.000556748 0.00360288 0.0126635 0.0120409 0.0830683 2.37947e-06 1.75272e-07 0.885858 0
0.02205 0.179307 -765.392 112395 2850.21 0.00220733 0.0005572 0.00360564 0.0126684 0.0120432 0.0830573 2.37909e-06 1.75506e-07 0.885858 0
0.02215 0.179357 -765.187 112428 2849.99 0.00220798 0.000557655 0.00360841 0.0126733 0.0120454 0.0830462 2.3787e-06 1.75743e-07 0.885858 0
0.02225 0.179407 -764.981 112462 2849.77 0.00220863 0.000558114 0.00361121 0.0126783 0.0120478 0.083035 2.37831e-06 1.75982e-07 0.885858 0
0.02235 0.179458 -764.773 112496 2849.54 0.00220929 0.000558577 0.00361404 0.0126833 0.0120501 0.0830237 2.37792e-06 1.76223e-07 0.885858 0
0.02245 0.17951 -764.564 112530 2849.31 0.00220996 0.000559044 0.00361689 0.0126883 0.0120524 0.0830124 2.37752e-06 1.76467e-07 0.885858 0
0.02255 0.179561 -764.353 112565 2849.08 0.00221063 0.000559516 0.00361976 0.0126934 0.0120548 0.0830009 2.37713e-06 1.76713e-07 0.885858 0
0.02265 0.179614 -764.14 112600 2848.85 0.00221131 0.000559991 0.00362266 0.0126985 0.0120572 0.0829894 2.37673e-06 1.76961e-07 0.885858 0
0.02275 0.179666 -763.925 112635 2848.62 0.00221199 0.000560472 0.00362559 0.0127037 0.0120596 0.0829777 2.37633e-06 1.77212e-07 0.885858 0
0.02285 0.17972 -763.708 112671 2848.39 0.00221268 0.000560957 0.00362855 0.0127089 0.012062 0.0829659 2.37593e-06 1.77465e-07 0.885858 0
0.02295 0.179774 -763.489 112708 2848.15 0.00221337 0.000561447 0.00363153 0.0127141 0.0120645 0.082954 2.37553e-06 1.77721e-07 0.885858 0
0.02305 0.179828 -763.269 112745 2847.91 0.00221407 0.000561941 0.00363455 0.0127195 0.0120669 0.082942 2.37513e-06 1.7798e-07 0.885858 0
0.02315 0.179883 -763.046 112782 2847.67 0.00221478 0.000562441 0.0036376 0.0127248 0.0120695 0.0829299 2.37473e-06 1.78241e-07 0.885858 0
0.02325 0.179938 -762.822 112820 2847.43 0.0022155 0.000562946 0.00364068 0.0127302 0.012072 0.0829176 2.37433e-06 1.78504e-07 0.885858 0
0.02335 0.179994 -762.596 112859 2847.19 0.00221622 0.000563457 0.0036438 0.0127357 0.0120746 0.0829052 2.37393e-06 1.78771e-07 0.885858 0
0.02345 0.18005 -762.367 112898 2846.95 0.00221695 0.000563973 0.00364695 0.0127412 0.0120772 0.0828927 2.37353e-06 1.7904e-07 0.885858 0
0.02355 0.180107 -762.137 112937 2846.7 0.00221769 0.000564494 0.00365014 0.0127468 0.0120798 0.08288 2.37313e-06 1.79311e-07 0.885858 0
0.02365 0.180164 -761.905 112977 2846.46 0.00221844 0.000565022 0.00365336 0.0127524 0.0120825 0.0828672 2.37274e-06 1.79585e-07 0.885858 0
0.02375 0.180222 -761.671 113018 2846.21 0.0022192 0.000565555 0.00365662 0.0127581 0.0120852 0.0828543 2.37234e-06 1.79862e-07 0.885858 0
0.02385 0.180281 -761.435 113060 2845.96 0.00221996 0.000566095 0.00365992 0.0127639 0.012088 0.0828412 2.37195e-06 1.80141e-07 0.885858 0
0.02395 0.180339 -761.197 113102 2845.71 0.00222073 0.000566641 0.00366326 0.0127697 0.0120908 0.0828279 2.37156e-06 1.80424e-07 0.885858 0
0.02405 0.180399 -760.956 113145 2845.46 0.00222151 0.000567193 0.00366664 0.0127755 0.0120936 0.0828145 2.37118e-06 1.80709e-07 0.885858 0
0.02415 0.180458 -760.714 113189 2845.21 0.0022223 0.000567751 0.00367006 0.0127815 0.0120965 0.0828009 2.3708e-06 1.80997e-07 0.885858 0
0.02425 0.180519 -760.469 113233 2844.96 0.0022231 0.000568316 0.00367352 0.0127875 0.0120994 0.0827871 2.37042e-06 1.81288e-07 0.885858 0
0.02435 0.180579 -760.223 113278 2844.7 0.00222391 0.000568888 0.00367703 0.0127935 0.0121024 0.0827732 2.37004e-06 1.81581e-07 0.885858 0
0.02445 0.180641 -759.974 113324 2844.45 0.00222473 0.000569466 0.00368057 0.0127996 0.0121054 0.0827591 2.36967e-06 1.81878e-07 0.885858 0
0.02455 0.180702 -759.723 113370 2844.19 0.00222556 0.000570051 0.00368416 0.0128058 0.0121085 0.0827449 2.36931e-06 1.82177e-07 0.885858 0
0.02465 0.180765 -759.47 113417 2843.93 0.0022264 0.000570644 0.0036878 0.0128121 0.0121116 0.0827305 2.36894e-06 1.8248e-07 0.885858 0
0.02475 0.180827 -759.215 113465 2843.68 0.00222725 0.000571243 0.00369148 0.0128184 0.0121148 0.0827159 2.36858e-06 1.82785e-07 0.885858 0
0.02485 0.180891 -758.957 113514 2843.42 0.0022281 0.000571849 0.0036952 0.0128248 0.012118 0.0827011 2.36823e-06 1.83094e-07 0.885858 0
0.02495 0.180955 -758.697 113564 2843.16 0.00222897 0.000572463 0.00369897 0.0128312 0.0121212 0.0826861 2.36787e-06 1.83405e-07 0.885858 0
0.02505 0.181019 -758.435 113614 2842.9 0.00222985 0.000573084 0.00370279 0.0128378 0.0121245 0.082671 2.36752e-06 1.8372e-07 0.885858 0
0.02515 0.181084 -758.171 113665 2842.63 0.00223074 0.000573712 0.00370665 0.0128444 0.0121279 0.0826556 2.36718e-06 1.84038e-07 0.885858 0
0.02525 0.181149 -757.904 113717 2842.37 0.00223164 0.000574348 0.00371056 0.012851 0.0121313 0.0826401 2.36683e-06 1.84359e-07 0.885858 0
0.02535 0.181215 -757.635 113770 2842.1 0.00223254 0.00057499 0.00371452 0.0128578 0.0121347 0.0826245 2.36649e-06 1.84684e-07 0.885858 0
0.02545 0.181282 -757.364 113823 2841.84 0.00223346 0.000575641 0.00371853 0.0128646 0.0121382 0.0826086 2.36615e-06 1.85012e-07 0.885858 0
0.02555 0.181349 -757.09 113877 2841.57 0.00223439 0.000576299 0.00372258 0.0128714 0.0121417 0.0825925 2.36582e-06 1.85343e-07 0.885858 0
0.02565 0.181416 -756.814 113932 2841.3 0.00223533 0.000576964 0.00372668 0.0128784 0.0121453 0.0825763 2.36548e-06 1.85678e-07 0.885858 0
0.02575 0.181484 -756.535 113988 2841.03 0.00223628 0.000577637 0.00373082 0.0128854 0.0121489 0.0825599 2.36515e-06 1.86016e-07 0.885858 0
0.02585 0.181553 -756.254 114045 2840.75 0.00223724 0.000578317 0.00373501 0.0128925 0.0121526 0.0825433 2.36482e-06 1.86358e-07 0.885858 0
0.02595 0.181623 -755.971 114102 2840.48 0.0022382 0.000579005 0.00373925 0.0128997 0.0121563 0.0825266 2.36449e-06 1.86704e-07 0.885858 0
0.02605 0.181693 -755.685 114160 2840.2 0.00223918 0.0005797 0.00374354 0.0129069 0.01216 0.0825096 2.36416e-06 1.87053e-07 0.885858 0
0.02615 0.181763 -755.397 114219 2839.92 0.00224017 0.000580403 0.00374787 0.0129142 0.0121638 0.0824925 2.36382e-06 1.87407e-07 0.885858 0
0.02625 0.181835 -755.106 114278 2839.64 0.00224117 0.000581113 0.00375225 0.0129216 0.0121677 0.0824752 2.36349e-06 1.87764e-07 0.885858 0
0.02635 0.181907 -754.812 114338 2839.35 0.00224217 0.000581831 0.00375667 0.012929 0.0121715 0.0824578 2.36315e-06 1.88125e-07 0.885858 0
0.02645 0.181979 -754.516 114399 2839.07 0.00224319 0.000582556 0.00376114 0.0129365 0.0121754 0.0824402 2.36281e-06 1.8849e-07 0.885858 0
0.02655 0.182053 -754.218 114460 2838.77 0.00224421 0.000583289 0.00376565 0.0129441 0.0121793 0.0824224 2.36247e-06 1.88859e-07 0.885858 0
0.02665 0.182127 -753.917 114522 2838.48 0.00224525 0.000584029 0.00377021 0.0129518 0.0121833 0.0824045 2.36212e-06 1.89233e-07 0.885858 0
0.02675 0.182202 -753.613 114584 2838.18 0.00224629 0.000584776 0.00377481 0.0129595 0.0121872 0.0823864 2.36177e-06 1.89611e-07 0.885858 0
0.02685 0.182277 -753.306 114647 2837.88 0.00224734 0.000585531 0.00377946 0.0129673 0.0121913 0.0823681 2.36141e-06 1.89993e-07 0.885858 0
0.02695 0.182353 -752.997 114711 2837.58 0.0022484 0.000586293 0.00378415 0.0129752 0.0121953 0.0823497 2.36105e-06 1.9038e-07 0.885858 0
0.02705 0.18243 -752.685 114775 2837.27 0.00224947 0.000587062 0.00378888 0.0129831 0.0121993 0.0823311 2.36068e-06 1.90771e-07 0.885858 0
0.02715 0.182508 -752.371 114839 2836.96 0.00225054 0.000587839 0.00379366 0.0129911 0.0122034 0.0823124 2.3603e-06 1.91167e-07 0.885858 0
0.02725 0.182587 -752.053 114905 2836.64 0.00225162 0.000588622 0.00379847 0.0129992 0.0122075 0.0822936 2.35991e-06 1.91568e-07 0.885858 0
0.02735 0.182666 -751.733 114970 2836.32 0.00225272 0.000589414 0.00380333 0.0130073 0.0122116 0.0822746 2.35952e-06 1.91974e-07 0.885858 0
0.02745 0.182747 -751.41 115036 2835.99 0.00225381 0.000590212 0.00380823 0.0130156 0.0122157 0.0822554 2.35911e-06 1.92384e-07 0.885858 0
0.02755 0.182828 -751.084 115103 2835.66 0.00225492 0.000591018 0.00381318 0.0130238 0.0122199 0.0822362 2.3587e-06 1.928e-07 0.885858 0
0.02765 0.18291 -750.756 115170 2835.32 0.00225604 0.00059183 0.00381816 0.0130322 0.012224 0.0822167 2.35827e-06 1.93221e-07 0.885858 0
0.02775 0.182993 -750.424 115237 2834.98 0.00225716 0.000592651 0.00382319 0.0130406 0.0122282 0.0821972 2.35783e-06 1.93647e-07 0.885858 0
0.02785 0.183077 -750.089 115305 2834.64 0.00225829 0.000593478 0.00382826 0.0130491 0.0122323 0.0821775 2.35738e-06 1.94079e-07 0.885858 0
0.02795 0.183161 -749.752 115373 2834.29 0.00225943 0.000594313 0.00383337 0.0130577 0.0122365 0.0821576 2.35692e-06 1.94516e-07 0.885858 0
0.02805 0.183247 -749.411 115442 2833.93 0.00226057 0.000595156 0.00383853 0.0130664 0.0122407 0.0821376 2.35645e-06 1.94958e-07 0.885858 0
0.02815 0.183334 -749.068 115511 2833.57 0.00226172 0.000596006 0.00384372 0.0130751 0.0122449 0.0821175 2.35596e-06 1.95406e-07 0.885858 0
0.02825 0.183421 -748.721 115580 2833.2 0.00226288 0.000596864 0.00384896 0.0130839 0.0122491 0.0820973 2.35546e-06 1.9586e-07 0.885858 0
0.02835 0.18351 -748.371 115650 2832.83 0.00226405 0.000597729 0.00385424 0.0130927 0.0122534 0.0820769 2.35495e-06 1.9632e-07 0.885858 0
0.02845 0.183599 -748.018 115720 2832.45 0.00226523 0.000598603 0.00385957 0.0131017 0.0122576 0.0820563 2.35443e-06 1.96786e-07 0.885858 0
0.02855 0.18369 -747.662 115790 2832.06 0.00226641 0.000599484 0.00386494 0.0131107 0.0122618 0.0820356 2.35389e-06 1.97258e-07 0.885858 0
0.02865 0.183781 -747.303 115861 2831.67 0.0022676 0.000600373 0.00387036 0.0131198 0.0122661 0.0820148 2.35334e-06 1.97736e-07 0.885858 0
0.02875 0.183874 -746.94 115933 2831.27 0.0022688 0.000601271 0.00387582 0.013129 0.0122703 0.0819938 2.35277e-06 1.9822e-07 0.885858 0
0.02885 0.183967 -746.575 116005 2830.87 0.00227001 0.000602177 0.00388133 0.0131382 0.0122746 0.0819727 2.35219e-06 1.98711e-07 0.885858 0
0.02895 0.184062 -746.205 116077 2830.46 0.00227122 0.000603091 0.00388689 0.0131476 0.0122788 0.0819514 2.3516e-06 1.99208e-07 0.885858 0
0.02905 0.184157 -745.833 116150 2830.05 0.00227245 0.000604014 0.0038925 0.013157 0.0122831 0.0819299 2.351e-06 1.99711e-07 0.885858 0
0.02915 0.184254 -745.457 116223 2829.63 0.00227368 0.000604946 0.00389816 0.0131665 0.0122874 0.0819083 2.35038e-06 2.00221e-07 0.885858 0
0.02925 0.184351 -745.077 116297 2829.2 0.00227492 0.000605887 0.00390387 0.0131761 0.0122917 0.0818865 2.34975e-06 2.00738e-07 0.885858 0
0.02935 0.18445 -744.694 116371 2828.76 0.00227617 0.000606838 0.00390963 0.0131858 0.012296 0.0818645 2.34911e-06 2.01262e-07 0.885858 0
0.02945 0.18455 -744.308 116446 2828.32 0.00227743 0.000607797 0.00391544 0.0131955 0.0123004 0.0818424 2.34846e-06 2.01792e-07 0.885858 0
0.02955 0.18465 -743.918 116522 2827.88 0.0022787 0.000608767 0.00392131 0.0132054 0.0123047 0.0818201 2.34779e-06 2.0233e-07 0.885858 0
0.02965 0.184752 -743.524 116598 2827.43 0.00227998 0.000609746 0.00392724 0.0132154 0.0123091 0.0817975 2.34712e-06 2.02874e-07 0.885858 0
0.02975 0.184855 -743.126 116675 2826.97 0.00228128 0.000610735 0.00393323 0.0132254 0.0123135 0.0817748 2.34643e-06 2.03426e-07 0.885858 0
0.02985 0.184959 -742.725 116752 2826.51 0.00228258 0.000611735 0.00393927 0.0132355 0.0123179 0.0817519 2.34573e-06 2.03985e-07 0.885858 0
0.02995 0.185064 -742.32 116830 2826.04 0.00228389 0.000612745 0.00394537 0.0132458 0.0123223 0.0817288 2.34503e-06 2.04551e-07 0.885858 0
0.03005 0.18517 -741.912 116909 2825.56 0.00228521 0.000613766 0.00395154 0.0132561 0.0123268 0.0817055 2.34431e-06 2.05125e-07 0.885858 0
0.03015 0.185277 -741.499 116989 2825.08 0.00228655 0.000614797 0.00395777 0.0132666 0.0123313 0.081682 2.34358e-06 2.05706e-07 0.885858 0
0.03025 0.185386 -741.082 117069 2824.59 0.00228789 0.00061584 0.00396407 0.0132771 0.0123358 0.0816583 2.34285e-06 2.06295e-07 0.885858 0
0.03035 0.185495 -740.662 117150 2824.1 0.00228925 0.000616895 0.00397043 0.0132878 0.0123404 0.0816343 2.34211e-06 2.06892e-07 0.885858 0
0.03045 0.185605 -740.237 117232 2823.6 0.00229062 0.000617961 0.00397686 0.0132985 0.0123449 0.0816101 2.34135e-06 2.07496e-07 0.885858 0
0.03055 0.185717 -739.809 117315 2823.1 0.00229201 0.000619039 0.00398336 0.0133094 0.0123496 0.0815856 2.3406e-06 2.08109e-07 0.885858 0
0.03065 0.18583 -739.376 117398 2822.58 0.0022934 0.000620129 0.00398994 0.0133204 0.0123542 0.081561 2.33983e-06 2.08729e-07 0.885858 0
0.03075 0.185943 -738.939 117483 2822.07 0.00229481 0.000621232 0.00399658 0.0133314 0.0123589 0.081536 2.33906e-06 2.09358e-07 0.885858 0
0.03085 0.186058 -738.498 117569 2821.55 0.00229624 0.000622348 0.0040033 0.0133426 0.0123636 0.0815108 2.33828e-06 2.09995e-07 0.885858 0
0.03095 0.186174 -738.053 117655 2821.02 0.00229767 0.000623476 0.0040101 0.013354 0.0123684 0.0814854 2.33749e-06 2.1064e-07 0.885858 0
0.03105 0.186292 -737.603 117743 2820.49 0.00229912 0.000624618 0.00401698 0.0133654 0.0123732 0.0814597 2.3367e-06 2.11294e-07 0.885858 0
0.03115 0.18641 -737.149 117831 2819.95 0.00230059 0.000625773 0.00402393 0.013377 0.012378 0.0814337 2.33591e-06 2.11956e-07 0.885858 0
0.03125 0.186529 -736.69 117921 2819.4 0.00230207 0.000626941 0.00403097 0.0133886 0.0123829 0.0814074 2.33511e-06 2.12627e-07 0.885858 0
0.03135 0.18665 -736.227 118012 2818.85 0.00230356 0.000628124 0.00403809 0.0134004 0.0123879 0.0813809 2.33431e-06 2.13307e-07 0.885858 0
0.03145 0.186771 -735.76 118103 2818.3 0.00230507 0.000629321 0.0040453 0.0134124 0.0123929 0.081354 2.3335e-06 2.13996e-07 0.885858 0
0.03155 0.186894 -735.287 118196 2817.74 0.0023066 0.000630533 0.00405259 0.0134244 0.0123979 0.0813269 2.33268e-06 2.14694e-07 0.885858 0
0.03165 0.187018 -734.81 118290 2817.17 0.00230814 0.000631759 0.00405997 0.0134366 0.012403 0.0812995 2.33187e-06 2.15401e-07 0.885858 0
0.03175 0.187143 -734.328 118386 2816.6 0.0023097 0.000633 0.00406744 0.013449 0.0124082 0.0812717 2.33105e-06 2.16117e-07 0.885858 0
0.03185 0.187269 -733.841 118482 2816.02 0.00231127 0.000634257 0.004075 0.0134614 0.0124134 0.0812437 2.33022e-06 2.16844e-07 0.885858 0
0.03195 0.187397 -733.348 118580 2815.43 0.00231286 0.00063553 0.00408265 0.013474 0.0124186 0.0812153 2.32939e-06 2.1758e-07 0.885858 0
0.03205 0.187525 -732.851 118679 2814.84 0.00231447 0.000636818 0.0040904 0.0134868 0.0124239 0.0811866 2.32856e-06 2.18325e-07 0.885858 0
0.03215 0.187655 -732.349 118779 2814.24 0.00231609 0.000638123 0.00409825 0.0134996 0.0124293 0.0811576 2.32773e-06 2.19081e-07 0.885858 0
0.03225 0.187785 -731.841 118880 2813.64 0.00231774 0.000639444 0.00410619 0.0135127 0.0124347 0.0811283 2.32689e-06 2.19847e-07 0.885858 0
0.03235 0.187917 -731.328 118982 2813.03 0.0023194 0.000640782 0.00411424 0.0135258 0.0124402 0.0810986 2.32605e-06 2.20624e-07 0.885858 0
0.03245 0.18805 -730.809 119086 2812.42 0.00232107 0.000642137 0.00412239 0.0135391 0.0124457 0.0810685 2.3252e-06 2.21411e-07 0.885858 0
0.03255 0.188184 -730.285 119191 2811.8 0.00232277 0.00064351 0.00413064 0.0135526 0.0124513 0.0810382 2.32435e-06 2.22209e-07 0.885858 0
0.03265 0.18832 -729.755 119298 2811.17 0.00232448 0.0006449 0.00413899 0.0135662 0.012457 0.0810074 2.3235e-06 2.23018e-07 0.885858 0
0.03275 0.188457 -729.22 119406 2810.53 0.00232622 0.000646308 0.00414746 0.01358 0.0124627 0.0809763 2.32265e-06 2.23838e-07 0.885858 0
0.03285 0.188594 -728.679 119515 2809.89 0.00232797 0.000647734 0.00415603 0.0135939 0.0124685 0.0809449 2.32179e-06 2.2467e-07 0.885858 0
0.03295 0.188734 -728.133 119625 2809.25 0.00232974 0.000649179 0.00416471 0.013608 0.0124743 0.080913 2.32093e-06 2.25513e-07 0.885858 0
0.03305 0.188874 -727.581 119738 2808.59 0.00233153 0.000650643 0.00417351 0.0136223 0.0124802 0.0808808 2.32006e-06 2.26368e-07 0.885858 0
0.03315 0.189016 -727.023 119851 2807.93 0.00233334 0.000652126 0.00418242 0.0136367 0.0124862 0.0808483 2.3192e-06 2.27235e-07 0.885858 0
0.03325 0.189159 -726.459 119966 2807.26 0.00233517 0.000653628 0.00419144 0.0136513 0.0124922 0.0808153 2.31833e-06 2.28115e-07 0.885858 0
0.03335 0.189303 -725.889 120083 2806.59 0.00233702 0.00065515 0.00420058 0.013666 0.0124983 0.080782 2.31745e-06 2.29007e-07 0.885858 0
0.03345 0.189449 -725.314 120201 2805.9 0.00233888 0.000656692 0.00420984 0.0136809 0.0125044 0.0807482 2.31657e-06 2.29912e-07 0.885858 0
0.03355 0.189596 -724.732 120321 2805.21 0.00234077 0.000658255 0.00421922 0.013696 0.0125106 0.0807141 2.31569e-06 2.3083e-07 0.885858 0
0.03365 0.189745 -724.145 120442 2804.51 0.00234268 0.000659838 0.00422872 0.0137113 0.0125169 0.0806796 2.31481e-06 2.31762e-07 0.885858 0
0.03375 0.189895 -723.552 120565 2803.81 0.00234461 0.000661441 0.00423834 0.0137267 0.0125232 0.0806446 2.31392e-06 2.32708e-07 0.885858 0
